player_name,birthday,age,height_m,weight_kg,imc,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
Romeo Castelen,1983-05-03,33,1.7,68.04,23.49,69.85,71.92,right,medium,medium,72.81,58.85,36.15,65.88,64.85,76.58,65.38,52.12,52.54,71.35,79.19,80.73,79.31,67.23,72.65,59.65,64.77,49.58,50.19,51.77,53.31,38.12,66.08,66.42,66.73,23.69,23.35,18.38,10.73,8.85,16.58,16.19,15.96
Romero Regales,1986-11-07,29,1.88,92.99,26.32,62.5,62.5,left,medium,medium,28.0,67.25,68.75,47.0,45.5,66.0,34.0,27.0,32.0,64.0,52.5,54.5,42.75,58.0,48.0,66.0,35.5,44.0,89.0,62.0,29.0,14.0,53.0,48.0,57.0,11.0,20.0,16.0,16.0,6.0,15.0,12.0,9.0
Romeu Rocha,1986-02-17,30,1.85,72.12,20.98,62.36,63.27,left,medium,medium,49.18,51.18,62.27,58.73,29.18,43.55,52.18,65.91,64.45,60.18,49.0,54.09,52.0,56.0,64.91,50.36,59.91,63.64,73.36,40.55,73.36,66.64,44.18,46.18,40.18,62.73,65.0,59.18,10.18,11.18,8.18,10.18,8.18
Romuald Peiser,1979-08-03,36,1.85,78.02,22.69,70.11,71.78,right,medium,medium,16.33,15.06,15.44,24.0,12.39,15.11,12.39,15.67,36.22,22.0,45.28,45.39,62.89,66.44,47.22,31.0,72.44,43.5,61.17,15.67,31.0,35.11,25.78,32.11,31.33,15.06,16.0,19.67,72.94,68.22,63.33,68.28,73.5
Romulo Togni,1982-09-09,33,1.83,76.2,22.78,64.62,65.38,right,low,medium,59.92,44.69,56.0,71.77,44.0,60.69,69.62,69.54,70.46,64.77,64.38,57.08,66.92,64.08,70.46,62.92,62.15,68.62,68.62,54.92,68.85,57.85,46.0,69.08,42.62,54.62,59.69,59.85,5.0,13.0,11.0,6.0,10.0
Romulo,1987-05-22,29,1.78,72.12,22.81,73.03,76.88,right,medium,medium,72.15,60.48,54.64,74.03,44.73,75.58,63.94,44.27,69.97,74.64,82.09,81.03,78.06,73.73,71.61,73.03,66.0,83.82,65.55,67.52,73.42,70.3,70.91,66.88,54.7,68.06,72.06,70.85,4.94,8.3,17.58,6.48,12.85
Ron Vlaar,1985-02-16,31,1.88,78.93,22.34,77.0,79.0,right,medium,high,35.57,44.82,75.39,69.29,43.39,53.96,40.54,68.29,72.75,63.11,58.46,63.39,45.79,73.46,53.0,87.54,58.39,74.0,87.46,66.36,75.5,79.0,45.96,62.29,70.25,81.32,78.46,74.64,11.86,11.21,21.5,12.93,9.75
Ron-Robert Zieler,1989-02-12,27,1.88,83.01,23.5,74.35,82.15,right,medium,medium,19.0,16.85,18.35,22.73,15.96,18.42,14.15,14.62,26.73,22.92,48.31,47.92,40.58,74.65,47.5,29.88,71.38,36.65,58.15,18.62,31.96,20.31,18.12,24.81,24.81,16.73,19.19,19.62,77.04,71.85,66.58,72.15,76.58
Ronael Pierre-Gabriel,1998-06-13,17,1.75,68.04,22.15,58.0,74.0,right,medium,medium,55.0,33.0,48.0,38.0,29.0,60.0,38.0,35.0,30.0,58.0,73.0,74.0,65.0,60.0,71.0,31.0,61.0,65.0,58.0,28.0,52.0,59.0,50.0,41.0,45.0,54.0,58.0,59.0,11.0,10.0,10.0,6.0,10.0
Ronald Graafland,1979-04-30,37,1.9,78.02,21.5,61.46,61.85,left,medium,medium,18.23,14.0,13.15,31.0,13.15,17.77,15.69,16.54,20.0,31.0,22.0,34.0,34.0,58.0,42.0,24.0,68.08,42.85,65.0,18.23,25.38,24.15,17.85,25.0,18.69,14.0,12.31,14.85,67.0,61.92,65.0,52.31,63.08
Ronald Vargas,1986-12-02,29,1.75,69.85,22.74,71.19,74.95,right,medium,low,67.62,68.67,42.43,71.33,67.48,76.95,68.19,69.14,68.81,75.71,75.33,73.1,75.43,68.33,67.38,66.19,69.05,44.1,58.29,71.14,42.76,33.48,66.14,71.14,63.19,22.48,27.43,27.9,11.19,11.43,22.05,12.19,9.14
Ronald Zubar,1985-09-20,30,1.85,88.9,25.86,69.09,73.95,right,medium,medium,48.91,52.27,71.77,63.05,20.18,53.27,32.18,39.32,59.55,60.55,66.09,68.32,66.36,59.0,63.05,61.36,77.45,71.09,78.77,42.14,71.41,66.41,57.5,55.5,41.23,63.86,71.73,70.55,7.0,11.36,22.27,15.36,9.91
Ronaldinho,1980-03-21,36,1.83,76.2,22.78,82.84,84.88,right,medium,low,83.52,75.96,54.2,87.08,83.12,89.56,89.6,87.28,83.4,93.0,65.64,61.16,74.2,77.68,77.48,77.68,60.96,50.56,70.8,77.84,52.8,35.4,74.12,87.52,85.68,18.76,28.0,21.16,7.72,15.44,29.28,9.4,15.44
Ronaldo,1990-04-08,26,1.78,77.11,24.39,62.14,67.68,right,medium,medium,52.73,45.73,45.27,61.23,46.73,56.64,69.45,68.5,68.73,67.36,65.14,57.32,71.14,63.73,72.14,58.18,62.64,64.0,56.59,51.73,63.55,60.36,65.36,65.73,61.0,45.45,42.68,44.59,11.73,8.73,9.73,6.73,6.73
Ronan Le Crom,1974-07-13,41,1.85,77.11,22.43,69.57,70.86,right,medium,medium,13.29,8.0,13.29,28.0,8.0,9.0,9.0,20.29,31.71,22.0,37.0,32.0,42.0,72.0,40.0,27.0,67.0,33.0,68.0,7.43,26.0,26.0,13.0,34.0,20.0,13.29,12.29,14.0,69.43,69.29,65.29,70.29,70.0
Roni Porokara,1983-12-12,32,1.83,83.01,24.82,64.3,69.2,right,medium,medium,59.4,61.4,51.8,59.2,50.4,68.5,66.0,49.9,54.7,62.8,72.1,70.2,76.1,62.6,69.1,59.9,62.6,70.8,70.9,60.1,53.2,31.5,51.7,60.0,52.4,24.8,32.0,22.0,8.6,13.0,29.8,16.6,16.0
Roniel,1994-06-02,21,1.78,68.95,21.81,69.57,78.57,right,high,medium,53.0,66.0,57.0,58.0,68.0,75.57,66.0,47.0,42.0,70.14,86.0,91.0,87.0,66.0,77.57,77.0,49.0,56.43,63.57,66.0,65.43,36.0,66.43,64.0,70.0,22.0,26.0,21.0,10.0,9.0,13.0,11.0,14.0
Ronnie Reniers,1987-11-08,28,1.78,78.93,24.97,60.75,64.75,right,medium,medium,62.0,59.75,51.0,60.0,42.0,65.0,43.0,68.0,42.0,65.0,74.0,77.62,60.0,56.0,64.75,63.0,63.75,62.38,59.0,62.0,24.0,24.0,62.0,59.0,58.0,12.75,18.0,17.12,5.0,12.0,13.0,7.0,13.0
Ronnie Schwartz,1989-08-29,26,1.83,79.83,23.87,63.21,69.63,right,medium,low,31.42,66.84,52.26,57.16,53.89,55.53,52.68,26.84,49.68,59.37,90.0,84.47,72.37,58.89,64.0,65.21,64.47,54.42,54.47,62.53,82.68,39.47,64.53,44.37,57.68,22.53,19.58,22.37,10.05,13.11,10.21,11.53,15.47
Ronnie Stam,1984-06-18,31,1.78,69.85,22.1,70.33,72.76,right,medium,medium,71.19,51.48,53.29,67.48,62.33,68.24,74.0,60.29,69.05,71.1,71.38,67.14,76.38,74.57,73.05,73.81,67.14,79.19,61.48,73.0,71.29,65.24,66.76,68.0,68.95,67.62,71.29,75.9,8.57,11.48,23.95,13.48,14.43
Ronny Carlos da Silva,1983-02-25,33,1.83,73.94,22.11,67.4,67.4,right,medium,medium,60.0,69.0,66.8,62.0,67.0,64.2,60.0,62.0,57.2,67.0,67.0,73.8,69.2,64.2,63.0,73.0,79.2,62.2,71.4,64.0,72.4,34.0,67.6,57.0,71.0,34.0,29.0,21.0,7.0,10.0,8.0,13.0,6.0
Ronny Garbuschewski,1986-02-23,30,1.78,72.12,22.81,67.29,71.0,right,medium,low,69.14,63.0,54.0,66.14,60.0,69.57,75.0,80.43,62.43,68.0,73.86,75.43,73.43,64.0,73.0,81.0,74.0,68.57,64.57,74.0,46.0,30.0,61.57,64.86,61.71,21.0,33.57,31.0,12.0,13.0,7.0,15.0,12.0
Ronny Marcos,1993-10-01,22,1.75,68.95,22.45,60.83,73.08,left,high,medium,58.0,28.25,53.92,57.33,26.25,61.5,37.25,29.25,41.5,62.0,74.0,72.25,68.0,57.0,74.17,42.25,65.25,66.42,61.67,31.25,64.08,56.17,46.25,38.25,37.25,59.83,62.67,61.58,12.25,13.25,8.25,11.25,7.25
Ronny Philp,1989-01-28,27,1.83,78.02,23.33,66.13,70.33,right,high,medium,62.13,33.27,47.27,65.0,30.27,65.4,57.27,48.27,57.6,63.07,79.0,80.67,68.0,65.67,68.0,58.27,63.73,71.0,68.27,36.27,69.93,64.47,49.67,47.07,41.6,64.13,70.27,68.13,6.27,11.27,15.27,12.27,11.27
Ronny,1986-05-11,30,1.75,73.94,24.07,72.35,74.81,left,medium,low,75.12,68.04,52.69,75.04,57.88,70.92,81.81,82.5,74.77,72.77,69.65,65.27,75.0,65.12,80.12,93.08,58.65,53.81,69.69,79.38,56.08,56.0,64.92,73.12,73.96,56.27,58.73,56.69,13.92,15.08,25.15,12.62,8.54
Roque Mesa,1989-06-07,26,1.68,63.96,22.76,67.89,71.89,right,high,high,59.68,51.95,31.47,71.53,33.47,63.05,45.47,47.47,63.74,69.0,76.42,78.95,77.95,70.89,82.95,56.84,60.0,83.58,63.84,53.21,73.21,66.37,59.53,66.63,41.47,54.89,54.74,55.21,14.47,7.47,6.47,10.47,8.47
Roque Santa Cruz,1981-08-16,34,1.9,83.01,22.87,76.81,77.73,right,medium,medium,58.5,77.58,84.08,72.42,76.81,68.5,78.35,52.54,40.77,76.92,55.35,58.62,59.0,77.81,56.35,82.0,56.77,62.58,84.88,64.65,65.69,40.46,80.69,67.35,64.5,21.23,26.08,30.15,11.0,7.81,13.31,7.88,9.54
Rory Boulding,1987-03-04,29,1.85,72.12,20.98,54.9,61.0,right,medium,medium,40.1,53.0,50.9,47.2,46.5,49.6,40.5,41.7,38.4,50.3,68.0,67.3,61.5,52.9,53.5,54.2,62.5,59.3,55.9,40.7,47.7,29.7,52.6,49.0,52.8,22.1,19.9,16.5,9.2,13.4,20.0,15.2,13.4
Rory Delap,1976-07-06,39,1.83,74.84,22.38,67.36,69.86,right,medium,medium,72.43,59.43,69.64,72.79,56.0,63.79,68.0,60.43,65.5,69.21,62.64,55.43,69.0,72.86,69.5,66.43,75.57,67.36,74.21,60.29,72.43,63.14,62.79,66.0,60.5,59.86,63.43,64.79,5.64,12.64,28.86,13.93,11.36
Rory Fallon,1982-03-20,34,1.9,89.81,24.75,61.23,63.41,left,medium,medium,53.14,64.27,68.55,56.36,59.68,51.23,51.91,43.73,46.59,57.32,56.64,52.86,62.09,62.27,65.59,64.09,66.23,67.18,74.73,59.0,66.5,45.68,62.73,48.0,63.27,31.23,24.77,20.86,13.0,12.18,15.91,16.82,12.95
Rory Loy,1988-03-19,28,1.78,67.13,21.24,57.92,62.23,right,medium,medium,57.0,63.0,57.38,52.85,45.0,57.08,24.0,32.0,46.0,56.0,71.54,73.38,72.15,49.15,69.31,56.85,81.15,55.46,64.92,36.0,58.69,23.85,52.15,52.0,49.85,19.46,25.0,23.0,13.0,11.85,20.46,15.23,15.23
Rory McArdle,1987-05-01,29,1.85,72.12,20.98,61.88,66.41,right,medium,medium,32.24,17.18,65.18,50.53,15.12,25.71,19.71,23.41,33.53,47.06,63.29,67.41,59.94,56.88,64.35,45.35,78.0,73.76,74.12,20.12,58.59,61.94,34.35,53.65,38.35,56.76,65.41,60.35,5.76,12.0,13.06,12.12,11.18
Rory McKenzie,1993-10-07,22,1.75,74.84,24.37,57.0,69.08,right,medium,medium,36.42,54.08,59.08,55.42,37.08,62.33,53.08,47.08,49.58,58.0,67.0,66.75,72.83,65.08,74.33,48.08,66.83,54.33,61.58,51.08,61.08,41.08,53.58,58.83,63.08,16.92,17.75,16.67,14.08,10.08,14.08,11.08,06.08
Rory McKeown,1993-04-08,23,1.8,79.83,24.55,59.14,71.0,left,medium,medium,56.14,38.0,55.43,58.71,24.0,51.0,31.0,28.0,54.0,59.14,69.0,66.29,74.0,54.0,63.43,65.0,70.0,67.0,70.14,38.86,62.0,55.71,55.43,52.57,36.0,54.14,63.0,58.71,10.0,11.0,14.0,13.0,8.0
Ross Barbour,1993-02-01,23,1.78,71.21,22.53,57.75,65.75,right,medium,medium,55.38,28.25,55.25,58.25,28.25,43.25,35.25,34.25,52.25,52.25,69.12,68.25,57.0,52.25,65.0,40.25,64.25,61.5,55.62,30.25,55.25,57.25,49.25,50.25,44.25,57.0,60.25,56.0,7.25,5.25,11.25,15.25,10.25
Ross Barkley,1993-12-05,22,1.88,76.2,21.57,74.52,85.07,right,medium,medium,57.19,66.15,65.11,80.19,59.37,76.67,53.37,46.85,75.59,78.22,79.33,77.78,70.78,69.59,57.81,72.3,64.11,72.96,73.07,71.48,71.07,45.7,69.48,74.96,57.07,53.19,56.56,49.44,8.15,13.15,11.15,5.15,9.15
Ross Caldwell,1993-10-26,22,1.75,74.84,24.37,53.0,66.0,right,medium,medium,30.0,61.38,60.0,45.0,36.0,46.0,44.25,28.0,28.0,50.0,52.0,51.0,56.0,47.0,72.0,50.0,73.0,57.0,55.0,54.0,28.0,18.25,56.0,48.0,61.0,19.0,20.5,19.0,8.0,9.0,10.0,10.0,6.0
Ross Davidson,1993-10-28,22,1.85,76.2,22.16,49.81,63.71,right,medium,medium,39.33,51.33,29.19,46.9,37.57,50.62,37.86,47.19,44.9,55.9,63.52,69.86,55.24,57.19,64.29,45.62,37.81,59.48,61.52,40.19,35.19,39.38,37.33,45.0,40.9,41.62,38.19,39.62,10.57,12.86,24.48,12.86,9.81
Ross Draper,1988-10-20,27,1.93,87.09,23.37,60.88,66.32,right,medium,medium,41.84,55.48,64.36,63.52,31.0,60.44,54.64,48.88,57.68,61.52,63.92,61.28,50.08,61.88,51.96,50.56,69.64,70.08,83.64,53.88,58.72,58.84,59.36,60.0,48.32,48.12,54.84,47.68,11.4,12.16,10.08,14.0,11.24
Ross Forbes,1989-03-03,27,1.83,83.91,25.09,58.55,70.64,left,medium,medium,54.64,56.91,39.27,58.27,54.27,60.09,68.18,42.45,53.91,61.0,64.0,61.55,68.45,57.55,66.73,61.0,60.45,59.09,60.64,54.55,48.73,42.55,55.36,66.27,55.82,31.18,37.18,31.45,8.27,16.18,29.64,15.73,14.82
Ross Perry,1990-02-07,26,1.83,72.12,21.56,54.3,60.2,right,medium,medium,50.0,26.0,59.3,42.0,33.0,39.2,30.0,34.0,48.0,44.0,66.6,60.0,62.0,62.0,40.6,34.0,62.8,62.2,63.0,31.0,58.4,46.1,39.0,37.0,33.7,51.2,53.7,50.2,14.0,13.0,8.0,7.0,7.0
Ross Tokely,1979-03-08,37,1.9,86.18,23.75,62.12,64.38,right,medium,high,63.38,21.5,67.25,52.75,11.0,44.0,54.12,21.12,44.75,54.12,53.5,47.62,58.38,58.0,70.25,27.75,67.0,64.62,86.25,21.75,82.25,61.38,27.75,42.75,25.5,63.38,62.25,54.25,6.0,13.62,19.75,13.5,7.0
Ross Turnbull,1985-01-04,31,1.93,84.82,22.76,69.09,72.32,right,medium,medium,20.05,18.86,21.68,27.59,17.5,19.32,16.23,21.55,34.95,26.59,46.23,27.82,42.64,64.41,44.82,21.73,58.0,52.55,65.36,18.32,41.64,28.5,24.59,37.73,39.64,20.41,20.09,16.77,71.59,69.0,68.91,66.36,71.09
Ross Wallace,1985-05-23,31,1.68,63.96,22.76,69.96,72.65,left,high,medium,72.65,59.91,43.91,66.83,58.87,68.35,72.43,73.91,68.3,66.3,79.74,79.13,80.96,69.83,85.91,69.0,62.35,76.87,39.52,66.09,73.65,59.83,66.57,66.35,57.74,47.78,50.96,51.22,13.48,9.22,22.78,11.74,10.96
Rostyn Griffiths,1988-03-10,28,1.88,86.18,24.39,61.39,67.06,right,medium,high,50.17,45.28,61.94,64.0,36.94,51.0,42.28,51.5,60.06,55.17,53.67,57.94,44.44,55.72,57.94,57.39,71.5,65.89,75.22,44.44,56.67,55.61,50.72,60.72,49.72,58.28,61.44,55.5,11.17,9.83,19.44,14.89,12.72
Rouwen Hennings,1987-08-28,28,1.8,79.83,24.55,66.87,71.7,left,medium,medium,61.87,67.87,62.17,60.65,66.7,63.61,64.91,64.13,52.39,62.3,72.43,74.35,64.04,64.57,70.87,71.04,69.0,70.26,70.22,65.43,60.0,38.61,66.22,59.3,63.96,29.78,32.09,34.0,12.74,11.91,20.22,13.39,14.87
Roversio,1984-01-17,32,1.88,69.85,19.77,69.57,70.86,right,medium,medium,47.57,47.57,70.57,51.57,43.0,54.57,28.0,50.57,59.57,58.57,64.43,63.14,63.57,61.71,64.14,49.86,77.86,67.71,73.71,61.57,64.71,67.29,53.86,60.29,60.86,69.14,70.29,77.57,5.43,15.43,38.57,15.43,14.57
Rowan Vine,1982-09-21,33,1.85,74.84,21.77,63.67,64.0,right,high,high,53.33,67.44,51.61,67.11,56.17,55.67,65.67,52.61,47.0,62.89,70.44,67.17,69.22,62.44,64.28,67.11,73.0,69.61,72.0,57.56,59.17,48.0,66.39,53.22,66.0,26.0,43.0,21.0,8.0,10.83,15.0,9.11,8.0
Roy Beerens,1987-12-22,28,1.73,63.05,21.13,72.89,76.48,right,medium,medium,71.59,67.04,40.85,66.7,70.63,77.89,74.89,64.56,54.19,74.85,82.41,78.37,85.15,71.93,76.67,70.78,64.19,73.0,47.81,64.0,54.7,33.15,69.67,69.89,69.26,25.78,26.26,22.22,8.44,12.89,23.48,12.89,13.67
Roy Contout,1985-02-11,31,1.75,74.84,24.37,67.47,71.94,right,medium,low,58.59,64.18,46.76,65.41,60.0,73.94,62.0,37.76,55.76,70.59,76.76,77.82,78.76,60.71,67.76,61.24,46.88,67.53,66.24,61.35,58.35,46.88,68.71,60.0,56.71,24.76,29.76,22.0,5.47,11.12,16.76,12.0,12.65
Roy Gelmi,1995-03-01,21,1.88,78.02,22.08,55.0,68.8,right,medium,medium,32.8,33.5,50.9,35.1,36.9,26.3,34.6,26.3,28.5,33.9,65.1,68.5,53.6,57.2,65.9,44.4,67.6,66.4,59.5,23.3,56.4,57.3,25.7,29.3,37.3,54.8,59.8,57.3,11.3,5.3,14.3,14.3,9.3
Roy O'Donovan,1985-08-10,30,1.78,63.96,20.23,61.59,64.53,right,medium,medium,53.29,66.53,50.65,56.59,55.35,61.29,50.0,38.71,46.24,58.18,80.88,79.0,75.24,63.35,78.0,60.24,73.0,68.71,55.0,54.82,61.76,32.18,52.71,51.35,58.06,20.41,18.29,17.24,11.24,11.0,21.18,14.53,11.71
Royston Drenthe,1987-04-08,29,1.68,78.02,27.76,72.85,76.48,left,medium,low,71.07,52.93,56.7,72.3,59.41,76.22,70.11,73.89,67.15,78.04,87.41,84.85,85.15,66.59,82.26,80.85,79.26,59.7,72.19,69.63,75.3,60.15,64.63,60.15,45.89,48.78,52.56,58.37,10.96,7.15,21.74,13.85,14.44
Ruben Amorim,1985-01-27,31,1.8,78.02,23.99,75.09,77.88,right,medium,high,70.24,64.61,64.45,78.39,64.52,74.09,71.97,58.91,74.88,75.73,67.27,69.85,73.24,74.27,67.88,73.09,73.0,77.58,72.85,72.42,74.73,76.09,73.7,78.24,67.97,67.7,70.55,65.42,13.24,12.67,24.88,9.27,10.24
Ruben Andrade,1982-06-07,33,1.75,68.95,22.45,67.67,67.67,right,high,medium,74.0,60.0,54.0,72.0,59.0,67.0,76.0,75.0,69.0,72.0,63.0,53.0,66.0,67.0,74.0,72.0,57.0,62.67,65.0,68.0,57.0,55.0,72.0,69.0,66.0,40.0,51.0,50.0,9.0,16.0,9.0,13.0,7.0
Ruben Blanco,1995-07-25,20,1.88,69.85,19.77,63.46,79.77,right,medium,medium,19.15,19.15,16.85,34.31,19.92,18.38,19.15,15.31,28.31,23.15,54.08,54.08,54.46,57.85,57.15,34.69,61.92,44.23,46.31,16.85,21.31,20.77,14.69,23.31,21.31,20.69,14.23,14.23,65.92,71.92,54.69,59.0,60.31
Ruben Botta,1990-01-30,26,1.75,64.86,21.12,73.13,77.33,left,high,medium,72.73,67.13,37.73,73.93,63.73,79.93,74.93,76.87,71.87,81.73,82.4,78.53,77.07,70.33,79.2,64.33,56.6,75.13,51.07,65.2,54.73,33.33,60.87,76.73,63.73,30.73,26.73,25.73,7.73,8.73,12.73,7.73,6.73
Ruben Brigido,1991-06-23,24,1.7,64.86,22.4,64.31,74.46,right,medium,medium,66.85,52.15,52.0,67.46,48.46,67.0,60.69,52.31,66.38,68.15,76.85,75.15,71.23,63.31,70.62,56.54,55.69,62.08,39.31,52.69,53.0,47.15,61.62,63.85,55.31,45.0,45.08,45.0,9.23,8.77,16.54,12.15,11.31
Ruben Castro,1981-06-27,34,1.75,72.12,23.48,76.16,77.64,right,medium,low,59.84,81.08,66.2,64.92,71.88,79.04,63.6,57.64,47.4,75.2,82.72,79.16,80.56,78.44,76.28,74.4,73.36,68.76,58.64,69.56,49.2,35.08,82.52,67.92,69.12,17.44,17.92,17.44,12.32,9.52,20.6,9.52,12.88
Ruben Duarte,1995-10-18,20,1.8,74.84,23.01,57.9,70.1,left,medium,medium,56.5,27.2,50.8,54.5,24.2,48.2,56.2,59.2,34.2,51.6,65.9,63.7,59.0,54.0,65.0,31.2,55.7,62.4,55.2,29.2,54.4,56.9,42.2,30.2,39.2,57.1,59.4,65.3,9.2,11.2,13.2,10.2,8.2
Ruben Fernandes,1986-05-06,30,1.85,78.02,22.69,69.69,70.56,left,medium,medium,50.25,46.5,75.44,60.25,46.5,42.88,47.25,30.25,54.75,56.5,66.0,70.69,64.88,69.38,60.0,62.38,83.69,69.62,75.94,45.94,67.69,70.88,38.25,45.25,57.25,69.25,70.75,65.62,15.25,6.25,15.25,13.25,7.25
Ruben Ferreira,1990-02-17,26,1.83,64.86,19.39,72.18,77.59,left,medium,medium,75.68,31.09,57.41,69.0,30.27,64.86,64.77,68.09,64.68,68.59,74.27,70.09,72.36,71.82,63.0,65.36,70.91,85.82,62.68,45.41,71.86,71.18,60.73,61.05,48.27,70.64,73.91,73.45,14.27,6.27,5.27,14.27,10.27
Ruben Garcia,1993-07-14,22,1.7,72.12,24.9,72.55,79.91,left,medium,high,65.52,63.24,57.0,70.76,56.91,79.33,68.67,65.3,58.33,78.97,84.61,78.45,82.91,72.12,81.39,72.91,70.45,70.15,56.61,68.61,58.67,35.39,70.42,71.0,63.58,26.7,40.45,33.33,8.15,13.15,12.15,13.15,9.15
Ruben Jurado,1986-04-25,30,1.78,82.1,25.97,66.0,67.73,right,medium,medium,45.36,67.27,67.55,68.09,53.0,61.73,61.0,52.0,54.27,67.0,74.36,81.36,74.0,56.91,77.73,63.91,75.0,69.82,63.73,62.36,37.0,47.91,71.73,54.18,59.18,19.55,20.0,23.0,13.0,11.0,13.0,11.0,7.0
Ruben Ligeon,1992-05-24,24,1.75,59.87,19.49,66.41,73.12,right,high,low,65.94,39.35,59.65,64.29,38.59,72.82,68.35,28.53,49.18,68.82,88.59,88.71,84.35,65.29,87.0,64.35,87.65,70.76,38.24,45.35,63.71,63.59,58.41,54.0,31.76,64.53,62.47,63.47,6.35,14.35,6.35,8.35,7.35
Ruben Lima,1989-10-03,26,1.75,72.12,23.48,66.5,72.67,left,medium,medium,67.0,49.0,58.0,67.0,59.0,65.0,66.0,70.0,63.0,67.0,76.33,72.5,74.0,67.0,73.0,62.0,66.0,72.0,68.67,54.0,71.33,63.17,64.0,71.0,49.83,65.33,66.67,64.5,11.5,17.0,34.0,15.0,16.0
Ruben Loftus-Cheek,1996-01-23,20,1.9,83.01,22.87,60.33,78.4,right,medium,medium,35.47,46.47,49.47,70.4,30.47,54.67,30.47,30.47,63.87,62.6,70.07,71.6,58.0,54.47,71.0,50.47,60.0,67.73,65.67,41.8,51.47,55.07,60.0,59.93,44.47,50.13,52.93,50.6,10.47,6.47,11.47,14.47,12.47
Ruben Micael,1986-08-19,29,1.75,69.85,22.74,73.93,77.63,right,medium,medium,70.74,66.19,60.52,79.81,68.0,75.7,80.93,72.3,76.26,77.44,71.15,66.63,78.41,76.11,73.48,76.0,67.0,66.07,60.0,72.81,71.22,65.7,72.85,82.15,72.44,41.22,56.11,47.0,5.56,13.48,18.37,11.78,14.33
Ruben Neves,1997-03-13,19,1.8,74.84,23.01,73.0,86.0,right,medium,medium,69.88,59.59,60.18,76.65,65.18,73.18,77.12,70.59,75.12,75.0,66.88,67.88,66.94,74.18,65.71,75.53,77.59,74.35,71.82,71.59,68.76,73.18,64.53,71.12,58.59,67.06,72.35,67.65,15.59,11.59,9.59,7.59,9.59
Ruben Olivera,1983-05-04,33,1.83,78.93,23.6,70.37,71.63,right,medium,medium,68.3,63.0,64.56,73.59,72.0,74.19,72.11,71.19,62.04,77.33,69.56,70.26,70.93,71.41,62.04,75.37,68.81,67.22,69.33,73.44,68.52,41.15,70.11,71.0,70.67,31.19,44.37,44.22,10.7,8.67,19.48,9.59,7.67
Ruben Palazuelos,1983-04-11,33,1.85,74.84,21.77,64.64,67.45,right,high,high,53.82,48.64,67.18,69.64,43.0,67.27,58.55,60.36,62.82,65.09,60.45,60.73,68.82,56.73,29.18,51.73,59.91,61.82,66.73,56.45,51.0,63.82,59.09,63.0,56.55,62.18,65.27,53.0,11.73,17.0,35.27,18.64,13.73
Ruben Pardo,1992-10-22,23,1.83,68.04,20.34,71.67,80.33,right,medium,medium,53.2,52.13,44.4,80.4,41.2,68.93,73.13,70.6,78.8,75.13,68.47,66.53,76.87,73.93,83.0,73.13,63.67,65.67,46.93,67.8,57.8,57.93,63.27,75.27,62.73,45.67,56.73,50.27,6.2,12.2,7.2,10.2,6.2
Ruben Perez,1989-04-26,27,1.78,72.12,22.81,72.54,77.82,right,medium,medium,54.39,41.54,53.82,75.0,26.32,55.54,56.75,57.14,68.86,68.96,67.54,66.86,65.5,75.04,69.5,71.71,72.64,77.04,75.07,62.07,78.21,80.25,57.86,74.07,52.11,57.86,76.21,63.36,10.11,9.29,18.79,10.18,15.54
Ruben Pinto,1992-04-24,24,1.8,71.21,21.9,67.08,74.67,right,medium,medium,61.0,59.67,57.92,70.17,62.33,68.58,64.67,59.67,66.83,70.17,69.92,68.0,71.0,65.33,71.0,70.67,63.83,73.0,63.83,66.33,75.0,64.33,61.33,65.92,60.67,56.75,61.67,61.25,10.33,8.33,5.33,8.33,13.33
Ruben Ribeiro,1987-08-01,28,1.75,67.13,21.86,66.55,70.48,right,medium,medium,59.93,57.86,51.72,68.93,49.59,66.97,63.55,44.38,64.17,69.07,74.79,71.83,71.31,69.38,76.79,66.07,67.17,69.79,60.21,57.17,67.62,57.79,67.0,61.1,63.76,51.28,57.66,53.1,14.0,13.0,11.52,16.0,6.0
Ruben Rochina,1991-03-23,25,1.83,76.2,22.78,68.38,76.88,left,medium,low,64.73,68.81,53.92,66.58,67.65,71.19,69.69,64.58,64.35,71.54,69.38,70.38,61.23,63.27,69.85,74.27,65.5,66.92,71.23,69.23,60.31,36.92,71.65,61.04,63.04,21.46,47.85,35.19,6.35,15.73,14.27,12.96,12.96
Ruben Schaken,1982-04-03,34,1.73,73.94,24.78,70.96,71.48,right,high,medium,75.3,64.74,43.65,63.3,56.0,73.65,65.74,54.0,41.3,70.57,83.17,80.83,73.65,70.3,77.13,66.65,63.22,70.09,69.26,60.0,62.43,33.87,67.7,57.74,50.26,23.87,25.35,23.48,9.65,10.96,9.91,9.22,10.96
