country_name,league_name,season,stage,date,home_team_long_name,home_short_long_name,away_team_long_name,away_short_long_name,home_team_goal,away_team_goal,total_goal,B365H,B365D,B365A
Scotland,Scotland Premier League,2010/2011,31,2011-04-02,St. Johnstone FC,JOH,Kilmarnock,KIL,0,0,0,2.63,3.25,2.63
Scotland,Scotland Premier League,2010/2011,31,2011-05-04,Inverness Caledonian Thistle,INV,Celtic,CEL,3,2,5,10.0,5.25,1.29
Scotland,Scotland Premier League,2010/2011,31,2011-04-02,St. Mirren,MIR,Hamilton Academical FC,HAM,3,1,4,2.2,3.25,3.25
Scotland,Scotland Premier League,2010/2011,32,2011-04-09,Celtic,CEL,St. Mirren,MIR,1,0,1,1.17,7.0,15.0
Scotland,Scotland Premier League,2010/2011,32,2011-04-09,Dundee United,DUU,St. Johnstone FC,JOH,2,0,2,1.67,3.75,5.0
Scotland,Scotland Premier League,2010/2011,32,2011-04-09,Heart of Midlothian,HEA,Motherwell,MOT,0,0,0,1.8,3.6,4.5
Scotland,Scotland Premier League,2010/2011,32,2011-04-09,Kilmarnock,KIL,Inverness Caledonian Thistle,INV,1,1,2,2.0,3.3,3.75
Scotland,Scotland Premier League,2010/2011,32,2011-04-09,Aberdeen,ABE,Hibernian,HIB,0,1,1,2.4,3.3,2.9
Scotland,Scotland Premier League,2010/2011,32,2011-04-10,Hamilton Academical FC,HAM,Rangers,RAN,0,1,1,9.5,5.5,1.29
Scotland,Scotland Premier League,2010/2011,33,2011-03-13,Rangers,RAN,Kilmarnock,KIL,2,1,3,1.29,5.5,9.5
Scotland,Scotland Premier League,2010/2011,33,2011-04-06,Motherwell,MOT,Dundee United,DUU,2,1,3,2.5,3.25,2.8
Scotland,Scotland Premier League,2010/2011,33,2011-04-17,Hibernian,HIB,Hamilton Academical FC,HAM,1,2,3,1.62,3.6,6.0
Scotland,Scotland Premier League,2010/2011,33,2011-04-12,St. Johnstone FC,JOH,Celtic,CEL,0,1,1,10.0,5.0,1.3
Scotland,Scotland Premier League,2010/2011,33,2011-04-16,Inverness Caledonian Thistle,INV,Heart of Midlothian,HEA,1,1,2,3.3,3.25,2.2
Scotland,Scotland Premier League,2010/2011,33,2011-04-06,St. Mirren,MIR,Aberdeen,ABE,3,2,5,2.6,3.2,2.75
Scotland,Scotland Premier League,2010/2011,34,2011-04-24,Rangers,RAN,Celtic,CEL,0,0,0,2.5,3.3,2.75
Scotland,Scotland Premier League,2010/2011,34,2011-04-23,Dundee United,DUU,Kilmarnock,KIL,4,2,6,1.91,3.4,4.0
Scotland,Scotland Premier League,2010/2011,34,2011-04-23,Heart of Midlothian,HEA,Motherwell,MOT,3,3,6,1.83,3.5,4.33
Scotland,Scotland Premier League,2010/2011,34,2011-04-24,Hibernian,HIB,St. Mirren,MIR,1,1,2,1.83,3.5,4.33
Scotland,Scotland Premier League,2010/2011,34,2011-04-25,St. Johnstone FC,JOH,Inverness Caledonian Thistle,INV,0,3,3,2.5,3.3,2.75
Scotland,Scotland Premier League,2010/2011,34,2011-04-25,Hamilton Academical FC,HAM,Aberdeen,ABE,1,1,2,2.75,3.3,2.5
Scotland,Scotland Premier League,2010/2011,35,2011-04-30,Kilmarnock,KIL,Heart of Midlothian,HEA,2,2,4,2.63,3.3,2.63
Scotland,Scotland Premier League,2010/2011,35,2011-04-30,Motherwell,MOT,Rangers,RAN,0,5,5,6.5,4.2,1.5
Scotland,Scotland Premier League,2010/2011,35,2011-05-01,Celtic,CEL,Dundee United,DUU,4,1,5,1.25,5.5,12.0
Scotland,Scotland Premier League,2010/2011,35,2011-04-30,Aberdeen,ABE,Inverness Caledonian Thistle,INV,1,0,1,2.25,3.4,3.1
Scotland,Scotland Premier League,2010/2011,35,2011-04-30,Hibernian,HIB,St. Johnstone FC,JOH,1,2,3,2.0,3.5,3.6
Scotland,Scotland Premier League,2010/2011,35,2011-05-02,St. Mirren,MIR,Hamilton Academical FC,HAM,0,1,1,2.0,3.5,3.6
Scotland,Scotland Premier League,2010/2011,36,2011-05-07,Dundee United,DUU,Motherwell,MOT,4,0,4,1.85,3.6,4.0
Scotland,Scotland Premier League,2010/2011,36,2011-05-07,Rangers,RAN,Heart of Midlothian,HEA,4,0,4,1.3,5.0,10.0
Scotland,Scotland Premier League,2010/2011,36,2011-05-07,Aberdeen,ABE,St. Johnstone FC,JOH,0,2,2,2.2,3.3,3.25
Scotland,Scotland Premier League,2010/2011,36,2011-05-07,Hamilton Academical FC,HAM,Hibernian,HIB,1,0,1,2.63,3.25,2.63
Scotland,Scotland Premier League,2010/2011,36,2011-05-07,Inverness Caledonian Thistle,INV,St. Mirren,MIR,1,0,1,2.1,3.3,3.5
Scotland,Scotland Premier League,2010/2011,36,2011-05-08,Kilmarnock,KIL,Celtic,CEL,0,2,2,10.0,5.0,1.3
Scotland,Scotland Premier League,2010/2011,37,2011-05-10,Rangers,RAN,Dundee United,DUU,2,0,2,1.22,6.0,13.0
Scotland,Scotland Premier League,2010/2011,37,2011-05-10,Aberdeen,ABE,St. Mirren,MIR,0,1,1,2.25,3.25,3.2
Scotland,Scotland Premier League,2010/2011,37,2011-05-10,St. Johnstone FC,JOH,Hamilton Academical FC,HAM,1,0,1,2.1,3.4,3.4
Scotland,Scotland Premier League,2010/2011,37,2011-05-11,Heart of Midlothian,HEA,Celtic,CEL,0,3,3,7.0,4.33,1.44
Scotland,Scotland Premier League,2010/2011,37,2011-05-11,Motherwell,MOT,Kilmarnock,KIL,1,1,2,2.25,3.4,3.1
Scotland,Scotland Premier League,2010/2011,37,2011-05-11,Inverness Caledonian Thistle,INV,Hibernian,HIB,2,0,2,2.1,3.4,3.4
Scotland,Scotland Premier League,2010/2011,38,2011-05-14,Hamilton Academical FC,HAM,Inverness Caledonian Thistle,INV,1,2,3,2.5,3.3,2.8
Scotland,Scotland Premier League,2010/2011,38,2011-05-14,Hibernian,HIB,Aberdeen,ABE,1,3,4,2.38,3.25,3.0
Scotland,Scotland Premier League,2010/2011,38,2011-05-14,St. Mirren,MIR,St. Johnstone FC,JOH,0,0,0,2.25,3.4,3.1
Scotland,Scotland Premier League,2010/2011,38,2011-05-15,Celtic,CEL,Motherwell,MOT,4,0,4,1.17,7.0,15.0
Scotland,Scotland Premier League,2010/2011,38,2011-05-15,Dundee United,DUU,Heart of Midlothian,HEA,2,1,3,2.2,3.3,3.3
Scotland,Scotland Premier League,2010/2011,38,2011-05-15,Kilmarnock,KIL,Rangers,RAN,1,5,6,10.0,6.0,1.25
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,Celtic,CEL,Heart of Midlothian,HEA,3,0,3,1.33,5.0,9.0
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,Dundee United,DUU,Aberdeen,ABE,3,1,4,2.1,3.3,3.5
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,Hibernian,HIB,Inverness Caledonian Thistle,INV,1,1,2,1.83,3.5,4.33
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,St. Johnstone FC,JOH,Motherwell,MOT,0,2,2,2.38,3.25,3.0
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,Kilmarnock,KIL,St. Mirren,MIR,2,1,3,2.1,3.3,3.5
Scotland,Scotland Premier League,2010/2011,4,2010-09-11,Hamilton Academical FC,HAM,Rangers,RAN,1,2,3,8.0,4.5,1.4
Scotland,Scotland Premier League,2010/2011,5,2010-09-18,Rangers,RAN,Dundee United,DUU,4,0,4,1.36,4.5,8.5
Scotland,Scotland Premier League,2010/2011,5,2010-09-18,Motherwell,MOT,Aberdeen,ABE,1,1,2,2.2,3.3,3.25
Scotland,Scotland Premier League,2010/2011,5,2010-09-18,Hibernian,HIB,Hamilton Academical FC,HAM,1,1,2,1.8,3.5,4.5
Scotland,Scotland Premier League,2010/2011,5,2010-09-18,St. Johnstone FC,JOH,St. Mirren,MIR,2,1,3,2.0,3.4,3.75
Scotland,Scotland Premier League,2010/2011,5,2010-09-19,Kilmarnock,KIL,Celtic,CEL,1,2,3,7.5,4.5,1.4
Scotland,Scotland Premier League,2010/2011,5,2010-09-18,Inverness Caledonian Thistle,INV,Heart of Midlothian,HEA,1,3,4,2.63,3.25,2.63
Scotland,Scotland Premier League,2010/2011,6,2010-09-25,Celtic,CEL,Hibernian,HIB,2,1,3,1.3,5.0,10.0
Scotland,Scotland Premier League,2010/2011,6,2010-09-25,Dundee United,DUU,St. Johnstone FC,JOH,1,0,1,1.91,3.4,4.0
Scotland,Scotland Premier League,2010/2011,6,2010-09-25,Heart of Midlothian,HEA,Motherwell,MOT,0,2,2,2.1,3.3,3.5
Scotland,Scotland Premier League,2010/2011,6,2010-09-26,Aberdeen,ABE,Rangers,RAN,2,3,5,5.5,3.8,1.62
Scotland,Scotland Premier League,2010/2011,6,2010-09-25,St. Mirren,MIR,Inverness Caledonian Thistle,INV,1,2,3,2.5,3.2,2.88
Scotland,Scotland Premier League,2010/2011,6,2010-09-25,Hamilton Academical FC,HAM,Kilmarnock,KIL,2,2,4,2.3,3.2,3.2
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,Celtic,CEL,Hamilton Academical FC,HAM,3,1,4,1.17,7.0,15.0
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,Motherwell,MOT,St. Mirren,MIR,3,1,4,1.67,3.75,5.0
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,Heart of Midlothian,HEA,Rangers,RAN,1,2,3,5.0,3.75,1.67
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,St. Johnstone FC,JOH,Hibernian,HIB,2,0,2,2.4,3.4,2.8
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,Kilmarnock,KIL,Dundee United,DUU,1,2,3,2.75,3.3,2.5
Scotland,Scotland Premier League,2010/2011,7,2010-10-02,Inverness Caledonian Thistle,INV,Aberdeen,ABE,2,0,2,2.4,3.3,2.88
Scotland,Scotland Premier League,2010/2011,8,2010-10-16,Rangers,RAN,Motherwell,MOT,4,1,5,1.36,4.5,9.0
Scotland,Scotland Premier League,2010/2011,8,2010-10-17,Dundee United,DUU,Celtic,CEL,1,2,3,5.0,3.75,1.67
Scotland,Scotland Premier League,2010/2011,8,2010-10-16,Hibernian,HIB,Kilmarnock,KIL,2,1,3,2.0,3.4,3.7
Scotland,Scotland Premier League,2010/2011,8,2010-10-16,Aberdeen,ABE,Heart of Midlothian,HEA,0,1,1,2.5,3.2,2.88
Scotland,Scotland Premier League,2010/2011,8,2010-10-16,Inverness Caledonian Thistle,INV,St. Johnstone FC,JOH,1,1,2,2.25,3.25,3.2
Scotland,Scotland Premier League,2010/2011,8,2010-10-16,St. Mirren,MIR,Hamilton Academical FC,HAM,2,2,4,2.4,3.3,2.88
Scotland,Scotland Premier League,2010/2011,9,2010-10-24,Celtic,CEL,Rangers,RAN,1,3,4,2.3,3.2,3.1
Scotland,Scotland Premier League,2010/2011,9,2010-10-23,Motherwell,MOT,Dundee United,DUU,2,1,3,2.4,3.25,2.9
Scotland,Scotland Premier League,2010/2011,9,2010-10-23,Heart of Midlothian,HEA,St. Mirren,MIR,3,0,3,1.57,3.75,6.0
Scotland,Scotland Premier League,2010/2011,9,2010-10-23,Kilmarnock,KIL,Inverness Caledonian Thistle,INV,1,2,3,2.3,3.3,3.1
Scotland,Scotland Premier League,2010/2011,9,2010-10-23,Aberdeen,ABE,Hibernian,HIB,4,2,6,2.38,3.2,3.0
Scotland,Scotland Premier League,2010/2011,9,2010-10-23,Hamilton Academical FC,HAM,St. Johnstone FC,JOH,1,2,3,2.5,3.25,2.8
Scotland,Scotland Premier League,2011/2012,1,2011-07-23,Aberdeen,ABE,St. Johnstone FC,JOH,0,0,0,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,1,2011-07-25,Dunfermline Athletic,DUN,St. Mirren,MIR,0,0,0,2.3,3.2,3.2
Scotland,Scotland Premier League,2011/2012,1,2011-07-24,Hibernian,HIB,Celtic,CEL,0,2,2,8.5,4.33,1.4
Scotland,Scotland Premier League,2011/2012,1,2011-07-23,Motherwell,MOT,Inverness Caledonian Thistle,INV,3,0,3,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,1,2011-07-23,Rangers,RAN,Heart of Midlothian,HEA,1,1,2,1.36,4.6,9.0
Scotland,Scotland Premier League,2011/2012,1,2011-07-24,Dundee United,DUU,Kilmarnock,KIL,1,1,2,1.83,3.5,4.33
Scotland,Scotland Premier League,2011/2012,10,2011-09-30,Aberdeen,ABE,Dunfermline Athletic,DUN,4,0,4,1.8,3.5,4.5
Scotland,Scotland Premier League,2011/2012,10,2011-10-01,Dundee United,DUU,Motherwell,MOT,1,3,4,2.2,3.3,3.25
Scotland,Scotland Premier League,2011/2012,10,2011-10-02,Heart of Midlothian,HEA,Celtic,CEL,2,0,2,5.0,3.8,1.67
Scotland,Scotland Premier League,2011/2012,10,2011-10-01,Inverness Caledonian Thistle,INV,St. Mirren,MIR,2,1,3,2.5,3.3,2.75
Scotland,Scotland Premier League,2011/2012,10,2011-10-01,Kilmarnock,KIL,St. Johnstone FC,JOH,1,2,3,2.2,3.25,3.3
Scotland,Scotland Premier League,2011/2012,10,2011-10-01,Rangers,RAN,Hibernian,HIB,1,0,1,1.2,6.5,13.0
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,Aberdeen,ABE,Dundee United,DUU,3,1,4,2.38,3.25,3.0
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,Dunfermline Athletic,DUN,Heart of Midlothian,HEA,0,2,2,4.2,3.5,1.83
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,Hibernian,HIB,Motherwell,MOT,0,1,1,2.5,3.2,2.8
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,Kilmarnock,KIL,Celtic,CEL,3,3,6,8.5,4.75,1.36
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,Rangers,RAN,St. Mirren,MIR,1,1,2,1.2,6.0,16.0
Scotland,Scotland Premier League,2011/2012,11,2011-10-15,St. Johnstone FC,JOH,Inverness Caledonian Thistle,INV,2,0,2,2.0,3.4,3.75
Scotland,Scotland Premier League,2011/2012,12,2011-10-23,Celtic,CEL,Aberdeen,ABE,2,1,3,1.25,6.0,10.0
Scotland,Scotland Premier League,2011/2012,12,2011-10-22,Dundee United,DUU,St. Johnstone FC,JOH,0,0,0,2.0,3.4,3.75
Scotland,Scotland Premier League,2011/2012,12,2011-10-23,Heart of Midlothian,HEA,Rangers,RAN,0,2,2,5.0,3.5,1.73
Scotland,Scotland Premier League,2011/2012,12,2011-10-22,Inverness Caledonian Thistle,INV,Dunfermline Athletic,DUN,1,1,2,1.83,3.5,4.33
Scotland,Scotland Premier League,2011/2012,12,2011-10-22,Motherwell,MOT,Kilmarnock,KIL,0,0,0,1.91,3.4,4.0
Scotland,Scotland Premier League,2011/2012,12,2011-10-22,St. Mirren,MIR,Hibernian,HIB,2,3,5,2.1,3.4,3.4
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,Aberdeen,ABE,Rangers,RAN,1,2,3,7.0,4.0,1.5
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,Celtic,CEL,Hibernian,HIB,0,0,0,1.22,6.0,13.0
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,Dunfermline Athletic,DUN,Dundee United,DUU,1,4,5,3.3,3.3,2.2
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,Heart of Midlothian,HEA,Kilmarnock,KIL,0,1,1,1.73,3.5,5.0
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,Inverness Caledonian Thistle,INV,Motherwell,MOT,2,3,5,2.8,3.2,2.5
Scotland,Scotland Premier League,2011/2012,13,2011-10-29,St. Johnstone FC,JOH,St. Mirren,MIR,0,1,1,2.3,3.2,3.1
Scotland,Scotland Premier League,2011/2012,14,2011-11-05,Hibernian,HIB,Dunfermline Athletic,DUN,0,1,1,1.8,3.5,4.5
Scotland,Scotland Premier League,2011/2012,14,2011-11-05,Kilmarnock,KIL,Inverness Caledonian Thistle,INV,3,6,9,2.1,3.25,3.6
Scotland,Scotland Premier League,2011/2012,14,2011-11-06,Motherwell,MOT,Celtic,CEL,1,2,3,6.0,4.0,1.53
Scotland,Scotland Premier League,2011/2012,14,2011-11-05,Rangers,RAN,Dundee United,DUU,3,1,4,1.25,5.5,12.0
Scotland,Scotland Premier League,2011/2012,14,2011-12-13,St. Johnstone FC,JOH,Aberdeen,ABE,1,2,3,2.25,3.2,3.25
Scotland,Scotland Premier League,2011/2012,14,2011-11-05,St. Mirren,MIR,Heart of Midlothian,HEA,0,0,0,2.88,3.3,2.4
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,Aberdeen,ABE,Motherwell,MOT,1,2,3,2.5,3.2,2.8
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,Dundee United,DUU,Heart of Midlothian,HEA,1,0,1,2.5,3.25,2.8
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,Hibernian,HIB,Kilmarnock,KIL,1,1,2,2.38,3.4,2.88
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,Inverness Caledonian Thistle,INV,Celtic,CEL,0,2,2,7.0,4.33,1.44
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,Rangers,RAN,St. Johnstone FC,JOH,0,0,0,1.29,5.0,11.0
Scotland,Scotland Premier League,2011/2012,15,2011-11-19,St. Mirren,MIR,Dunfermline Athletic,DUN,2,1,3,1.7,3.6,5.0
Scotland,Scotland Premier League,2011/2012,16,2011-11-26,Celtic,CEL,St. Mirren,MIR,5,0,5,1.25,5.5,12.0
Scotland,Scotland Premier League,2011/2012,16,2011-11-26,Dunfermline Athletic,DUN,Aberdeen,ABE,3,3,6,3.2,3.4,2.2
Scotland,Scotland Premier League,2011/2012,16,2011-11-26,Heart of Midlothian,HEA,Inverness Caledonian Thistle,INV,2,1,3,1.83,3.5,4.33
Scotland,Scotland Premier League,2011/2012,16,2011-11-27,Kilmarnock,KIL,Rangers,RAN,1,0,1,7.0,4.0,1.5
Scotland,Scotland Premier League,2011/2012,16,2011-11-26,Motherwell,MOT,Dundee United,DUU,0,0,0,2.2,3.4,3.2
Scotland,Scotland Premier League,2011/2012,16,2011-11-26,St. Johnstone FC,JOH,Hibernian,HIB,3,1,4,2.1,3.4,3.4
Scotland,Scotland Premier League,2011/2012,17,2011-12-04,Dundee United,DUU,Celtic,CEL,0,1,1,5.5,3.75,1.62
Scotland,Scotland Premier League,2011/2012,17,2011-12-03,Heart of Midlothian,HEA,St. Johnstone FC,JOH,1,2,3,2.0,3.2,4.0
Scotland,Scotland Premier League,2011/2012,17,2011-12-03,Kilmarnock,KIL,Aberdeen,ABE,2,0,2,2.2,3.25,3.25
Scotland,Scotland Premier League,2011/2012,17,2012-02-22,Motherwell,MOT,Hibernian,HIB,4,3,7,1.73,3.5,5.0
Scotland,Scotland Premier League,2011/2012,17,2011-12-03,Rangers,RAN,Dunfermline Athletic,DUN,2,1,3,1.14,7.0,21.0
Scotland,Scotland Premier League,2011/2012,17,2011-12-03,St. Mirren,MIR,Inverness Caledonian Thistle,INV,1,2,3,2.1,3.4,3.4
Scotland,Scotland Premier League,2011/2012,18,2011-12-10,Aberdeen,ABE,St. Mirren,MIR,2,2,4,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,18,2011-12-10,Celtic,CEL,Heart of Midlothian,HEA,1,0,1,1.33,5.0,9.0
Scotland,Scotland Premier League,2011/2012,18,2012-02-07,Dunfermline Athletic,DUN,Kilmarnock,KIL,1,1,2,3.4,3.4,2.1
Scotland,Scotland Premier League,2011/2012,18,2011-12-10,Hibernian,HIB,Rangers,RAN,0,2,2,7.5,4.2,1.44
Scotland,Scotland Premier League,2011/2012,18,2011-12-10,Inverness Caledonian Thistle,INV,Dundee United,DUU,2,3,5,2.75,3.3,2.5
Scotland,Scotland Premier League,2011/2012,18,2011-12-10,St. Johnstone FC,JOH,Motherwell,MOT,0,3,3,2.5,3.3,2.8
Scotland,Scotland Premier League,2011/2012,19,2011-12-17,Aberdeen,ABE,Hibernian,HIB,1,0,1,2.1,3.25,3.6
Scotland,Scotland Premier League,2011/2012,19,2011-12-17,Heart of Midlothian,HEA,Dunfermline Athletic,DUN,4,0,4,1.57,3.75,6.0
Scotland,Scotland Premier League,2011/2012,19,2011-12-17,Kilmarnock,KIL,Dundee United,DUU,1,1,2,2.4,3.3,2.88
Scotland,Scotland Premier League,2011/2012,19,2011-12-17,Motherwell,MOT,St. Mirren,MIR,1,1,2,1.91,3.4,4.0
Scotland,Scotland Premier League,2011/2012,19,2011-12-17,Rangers,RAN,Inverness Caledonian Thistle,INV,2,1,3,1.22,6.0,13.0
Scotland,Scotland Premier League,2011/2012,19,2011-12-18,St. Johnstone FC,JOH,Celtic,CEL,0,2,2,6.5,4.0,1.5
Scotland,Scotland Premier League,2011/2012,2,2011-11-23,Celtic,CEL,Dunfermline Athletic,DUN,2,1,3,1.17,6.5,17.0
Scotland,Scotland Premier League,2011/2012,2,2011-07-30,Inverness Caledonian Thistle,INV,Hibernian,HIB,0,1,1,2.3,3.25,3.1
Scotland,Scotland Premier League,2011/2012,2,2011-07-30,Kilmarnock,KIL,Motherwell,MOT,0,0,0,2.3,3.2,3.1
Scotland,Scotland Premier League,2011/2012,2,2011-07-30,St. Johnstone FC,JOH,Rangers,RAN,0,2,2,6.0,4.0,1.53
Scotland,Scotland Premier League,2011/2012,2,2011-07-30,St. Mirren,MIR,Aberdeen,ABE,1,0,1,2.63,3.2,2.7
Scotland,Scotland Premier League,2011/2012,2,2011-07-31,Heart of Midlothian,HEA,Dundee United,DUU,0,1,1,2.0,3.3,3.8
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,Celtic,CEL,Kilmarnock,KIL,2,1,3,1.25,5.5,12.0
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,Dundee United,DUU,Hibernian,HIB,3,1,4,1.83,3.4,4.5
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,Dunfermline Athletic,DUN,St. Johnstone FC,JOH,0,3,3,3.3,3.3,2.2
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,Heart of Midlothian,HEA,Motherwell,MOT,2,0,2,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,Inverness Caledonian Thistle,INV,Aberdeen,ABE,2,1,3,2.4,3.3,2.88
Scotland,Scotland Premier League,2011/2012,20,2011-12-24,St. Mirren,MIR,Rangers,RAN,2,1,3,7.5,4.2,1.44
Scotland,Scotland Premier League,2011/2012,21,2011-12-28,Aberdeen,ABE,Heart of Midlothian,HEA,0,0,0,2.75,3.3,2.5
Scotland,Scotland Premier League,2011/2012,21,2011-12-28,Celtic,CEL,Rangers,RAN,1,0,1,2.0,3.3,3.75
Scotland,Scotland Premier League,2011/2012,21,2011-12-28,Hibernian,HIB,Inverness Caledonian Thistle,INV,1,1,2,2.38,3.25,3.0
Scotland,Scotland Premier League,2011/2012,21,2012-01-24,Motherwell,MOT,Dunfermline Athletic,DUN,3,1,4,1.6,3.75,5.75
Scotland,Scotland Premier League,2011/2012,21,2011-12-28,St. Johnstone FC,JOH,Kilmarnock,KIL,2,0,2,2.3,3.25,3.1
Scotland,Scotland Premier League,2011/2012,21,2011-12-28,St. Mirren,MIR,Dundee United,DUU,2,2,4,2.8,3.25,2.5
Scotland,Scotland Premier League,2011/2012,22,2012-01-02,Dundee United,DUU,Aberdeen,ABE,1,2,3,2.0,3.4,3.75
Scotland,Scotland Premier League,2011/2012,22,2012-01-02,Dunfermline Athletic,DUN,Celtic,CEL,0,3,3,12.0,5.5,1.25
Scotland,Scotland Premier League,2011/2012,22,2012-01-02,Hibernian,HIB,Heart of Midlothian,HEA,1,3,4,3.2,3.25,2.25
Scotland,Scotland Premier League,2011/2012,22,2012-03-28,Inverness Caledonian Thistle,INV,St. Johnstone FC,JOH,0,1,1,2.6,3.25,2.7
Scotland,Scotland Premier League,2011/2012,22,2012-01-02,Kilmarnock,KIL,St. Mirren,MIR,2,1,3,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,22,2012-01-02,Rangers,RAN,Motherwell,MOT,3,0,3,1.33,5.0,9.0
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,Aberdeen,ABE,Kilmarnock,KIL,0,0,0,2.1,3.3,3.5
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,Celtic,CEL,Dundee United,DUU,2,1,3,1.22,6.0,13.0
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,Dunfermline Athletic,DUN,Hibernian,HIB,2,3,5,2.75,3.3,2.5
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,Heart of Midlothian,HEA,St. Mirren,MIR,5,2,7,1.73,3.5,5.0
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,Motherwell,MOT,Inverness Caledonian Thistle,INV,0,1,1,1.91,3.4,4.0
Scotland,Scotland Premier League,2011/2012,23,2012-01-14,St. Johnstone FC,JOH,Rangers,RAN,1,2,3,6.0,4.0,1.53
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,Dundee United,DUU,Motherwell,MOT,1,1,2,2.15,3.3,3.4
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,Hibernian,HIB,St. Johnstone FC,JOH,2,3,5,2.75,3.2,2.6
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,Inverness Caledonian Thistle,INV,Heart of Midlothian,HEA,1,0,1,2.9,3.3,2.4
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,Kilmarnock,KIL,Dunfermline Athletic,DUN,0,3,3,1.57,4.0,5.5
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,Rangers,RAN,Aberdeen,ABE,1,1,2,1.33,4.75,10.0
Scotland,Scotland Premier League,2011/2012,24,2012-01-21,St. Mirren,MIR,Celtic,CEL,0,2,2,8.5,4.75,1.36
Scotland,Scotland Premier League,2011/2012,25,2012-01-28,Aberdeen,ABE,Dunfermline Athletic,DUN,1,0,1,1.57,3.8,6.0
Scotland,Scotland Premier League,2011/2012,25,2012-02-21,Dundee United,DUU,Kilmarnock,KIL,4,0,4,1.83,3.5,4.33
Scotland,Scotland Premier League,2011/2012,25,2012-02-08,Heart of Midlothian,HEA,Celtic,CEL,0,4,4,5.0,3.6,1.7
Scotland,Scotland Premier League,2011/2012,25,2012-01-28,Inverness Caledonian Thistle,INV,St. Mirren,MIR,0,0,0,2.1,3.4,3.4
Scotland,Scotland Premier League,2011/2012,25,2012-01-28,Motherwell,MOT,St. Johnstone FC,JOH,3,2,5,2.2,3.3,3.25
Scotland,Scotland Premier League,2011/2012,25,2012-01-28,Rangers,RAN,Hibernian,HIB,4,0,4,1.25,6.0,10.0
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,Celtic,CEL,Inverness Caledonian Thistle,INV,1,0,1,1.25,5.5,12.0
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,Dunfermline Athletic,DUN,Rangers,RAN,1,4,5,11.0,5.0,1.29
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,Hibernian,HIB,Aberdeen,ABE,0,0,0,2.6,3.2,2.75
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,Kilmarnock,KIL,Heart of Midlothian,HEA,1,1,2,2.63,3.25,2.63
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,St. Johnstone FC,JOH,Dundee United,DUU,1,5,6,2.63,3.2,2.7
Scotland,Scotland Premier League,2011/2012,26,2012-02-11,St. Mirren,MIR,Motherwell,MOT,0,0,0,2.5,3.2,2.88
Scotland,Scotland Premier League,2011/2012,27,2012-02-19,Aberdeen,ABE,St. Johnstone FC,JOH,0,0,0,2.2,3.25,3.3
